SendingTime,TargetCompID,SenderCompID,Symbol,Quantity,OrderID,TransactTime,StrikePrice,LastPx,MaturityDate,TradeReportID,TradeDate,CFICode,Sides.Side,Sides.OrderID,Sides.PartyIDs.PartyID,Sides.PartyIDs.PartyIDSource,Sides.PartyIDs.PartyRole
2020-5-19 上午01:32:05,MOMOES-COMPID,MDOC,ESM0,1,26c4527d-b627-45c2-a898-9cddb461a60a,2020-5-19 上午01:32:06,2945.625,2946.375,2020-5-19 上午01:33:06,26c4527d-b627-45c2-a898-9cddb461a60a-0,2020-5-19,MMMXXX,LONG,26c4527d-b627-45c2-a898-9cddb461a60a,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午01:41:03,MOMOES-COMPID,MDOC,ESM0,1,3fbf8be1-d90d-4ad9-9bc5-03b0388911e2,2020-5-19 上午01:41:04,2940.625,2941.375,2020-5-19 上午01:42:04,3fbf8be1-d90d-4ad9-9bc5-03b0388911e2-0,2020-5-19,MMMXXX,LONG,3fbf8be1-d90d-4ad9-9bc5-03b0388911e2,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午01:57:57,MOMOES-COMPID,MDOC,ESM0,1,814b89cd-1298-45ff-851f-2aa041a5ddce,2020-5-19 上午01:57:58,2939.875,2940.375,2020-5-19 上午01:58:58,814b89cd-1298-45ff-851f-2aa041a5ddce-0,2020-5-19,MMMXXX,LONG,814b89cd-1298-45ff-851f-2aa041a5ddce,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午02:08:10,MOMOES-COMPID,MDOC,ESM0,1,c718c109-aba7-424c-be93-216628f3d7fb,2020-5-19 上午02:08:11,2941.375,2941.125,2020-5-19 上午02:09:11,c718c109-aba7-424c-be93-216628f3d7fb-0,2020-5-19,MMMXXX,LONG,c718c109-aba7-424c-be93-216628f3d7fb,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午02:12:02,MOMOES-COMPID,MDOC,ESM0,1,37c2e96d-6208-430d-b10f-cd2cc7b0a3a3,2020-5-19 上午02:12:03,2941.375,2941.125,2020-5-19 上午02:13:03,37c2e96d-6208-430d-b10f-cd2cc7b0a3a3-0,2020-5-19,MMMXXX,LONG,37c2e96d-6208-430d-b10f-cd2cc7b0a3a3,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午02:17:15,MOMOES-COMPID,MDOC,ESM0,1,2d5c35e8-f450-46df-b5dd-ee78743beb22,2020-5-19 上午02:17:16,2942.125,2942.375,2020-5-19 上午02:18:16,2d5c35e8-f450-46df-b5dd-ee78743beb22-0,2020-5-19,MMMXXX,LONG,2d5c35e8-f450-46df-b5dd-ee78743beb22,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午02:30:27,MOMOES-COMPID,MDOC,ESM0,1,fd1af9e6-ff62-4466-b46f-358d0043f9ab,2020-5-19 上午02:30:29,2944.125,2944.625,2020-5-19 上午02:31:29,fd1af9e6-ff62-4466-b46f-358d0043f9ab-0,2020-5-19,MMMXXX,LONG,fd1af9e6-ff62-4466-b46f-358d0043f9ab,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午02:31:45,MOMOES-COMPID,MDOC,ESM0,1,f26d7c97-29a3-4e39-8ac5-d3618432ac8f,2020-5-19 上午02:31:46,2942.625,2943.625,2020-5-19 上午02:32:46,f26d7c97-29a3-4e39-8ac5-d3618432ac8f-0,2020-5-19,MMMXXX,LONG,f26d7c97-29a3-4e39-8ac5-d3618432ac8f,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午02:42:09,MOMOES-COMPID,MDOC,ESM0,1,bbecf3a5-cb83-4cb6-990f-9dba6c3d04f2,2020-5-19 上午02:42:10,2943.375,2942.375,2020-5-19 上午02:43:10,bbecf3a5-cb83-4cb6-990f-9dba6c3d04f2-0,2020-5-19,MMMXXX,LONG,bbecf3a5-cb83-4cb6-990f-9dba6c3d04f2,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午02:54:13,MOMOES-COMPID,MDOC,ESM0,1,6726f4ba-7d91-4a36-9508-30462665008a,2020-5-19 上午02:54:18,2941.125,2940.625,2020-5-19 上午02:55:18,6726f4ba-7d91-4a36-9508-30462665008a-0,2020-5-19,MMMXXX,LONG,6726f4ba-7d91-4a36-9508-30462665008a,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午02:56:52,MOMOES-COMPID,MDOC,ESM0,1,a015712d-aa33-4ecc-b636-f408ac1250e8,2020-5-19 上午02:56:53,2942.125,2941.625,2020-5-19 上午02:57:53,a015712d-aa33-4ecc-b636-f408ac1250e8-0,2020-5-19,MMMXXX,LONG,a015712d-aa33-4ecc-b636-f408ac1250e8,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午03:15:22,MOMOES-COMPID,MDOC,ESM0,1,14255681-b0b5-43ad-9485-4b46961f4bb7,2020-5-19 上午03:15:23,2936.875,2936.5,2020-5-19 上午03:16:23,14255681-b0b5-43ad-9485-4b46961f4bb7-0,2020-5-19,MMMXXX,LONG,14255681-b0b5-43ad-9485-4b46961f4bb7,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午03:22:57,MOMOES-COMPID,MDOC,ESM0,1,580b13fe-b310-46ae-a13d-a6f9f539d8ae,2020-5-19 上午03:22:58,2936.625,2936.875,2020-5-19 上午03:23:58,580b13fe-b310-46ae-a13d-a6f9f539d8ae-0,2020-5-19,MMMXXX,LONG,580b13fe-b310-46ae-a13d-a6f9f539d8ae,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午03:24:14,MOMOES-COMPID,MDOC,ESM0,1,b156d970-0cf2-4686-b3a9-e9fce7f09a7b,2020-5-19 上午03:24:15,2936.875,2936.625,2020-5-19 上午03:25:15,b156d970-0cf2-4686-b3a9-e9fce7f09a7b-0,2020-5-19,MMMXXX,LONG,b156d970-0cf2-4686-b3a9-e9fce7f09a7b,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午03:25:31,MOMOES-COMPID,MDOC,ESM0,1,1fd98142-cad7-4cd5-ab30-6a7545ad4a9c,2020-5-19 上午03:25:32,2936.625,2936.875,2020-5-19 上午03:26:32,1fd98142-cad7-4cd5-ab30-6a7545ad4a9c-0,2020-5-19,MMMXXX,LONG,1fd98142-cad7-4cd5-ab30-6a7545ad4a9c,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午03:50:00,MOMOES-COMPID,MDOC,ESM0,1,42ebb062-7ce0-4e36-9164-82c8fa536a56,2020-5-19 上午03:50:01,2939.375,2938.625,2020-5-19 上午03:51:01,42ebb062-7ce0-4e36-9164-82c8fa536a56-0,2020-5-19,MMMXXX,LONG,42ebb062-7ce0-4e36-9164-82c8fa536a56,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:01:22,MOMOES-COMPID,MDOC,ESM0,1,3e40e440-d39f-4c3c-a812-41b7d6833c8d,2020-5-19 上午04:01:23,2945.875,2943.375,2020-5-19 上午04:02:23,3e40e440-d39f-4c3c-a812-41b7d6833c8d-0,2020-5-19,MMMXXX,LONG,3e40e440-d39f-4c3c-a812-41b7d6833c8d,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:02:40,MOMOES-COMPID,MDOC,ESM0,1,4f9bb24f-d83c-4a3b-9b04-df4f3d5cfdcb,2020-5-19 上午04:02:41,2947.125,2945.125,2020-5-19 上午04:03:41,4f9bb24f-d83c-4a3b-9b04-df4f3d5cfdcb-0,2020-5-19,MMMXXX,LONG,4f9bb24f-d83c-4a3b-9b04-df4f3d5cfdcb,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:03:57,MOMOES-COMPID,MDOC,ESM0,1,0f441e20-170f-4e38-ab59-150d8504bac7,2020-5-19 上午04:03:58,2945.375,2945.875,2020-5-19 上午04:04:58,0f441e20-170f-4e38-ab59-150d8504bac7-0,2020-5-19,MMMXXX,LONG,0f441e20-170f-4e38-ab59-150d8504bac7,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:12:43,MOMOES-COMPID,MDOC,ESM0,1,332d7d77-5762-44be-8448-ef19982008a0,2020-5-19 上午04:12:44,2947.125,2947.375,2020-5-19 上午04:13:44,332d7d77-5762-44be-8448-ef19982008a0-0,2020-5-19,MMMXXX,LONG,332d7d77-5762-44be-8448-ef19982008a0,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:30:04,MOMOES-COMPID,MDOC,ESM0,1,823b1eab-4e02-42e0-9d35-b05eb95ddf29,2020-5-19 上午04:30:05,2945.625,2945.375,2020-5-19 上午04:31:05,823b1eab-4e02-42e0-9d35-b05eb95ddf29-0,2020-5-19,MMMXXX,LONG,823b1eab-4e02-42e0-9d35-b05eb95ddf29,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:38:51,MOMOES-COMPID,MDOC,ESM0,1,b90fc787-7733-4912-86fd-64de27aa1d2c,2020-5-19 上午04:38:52,2946.375,2945.875,2020-5-19 上午04:39:52,b90fc787-7733-4912-86fd-64de27aa1d2c-0,2020-5-19,MMMXXX,LONG,b90fc787-7733-4912-86fd-64de27aa1d2c,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:40:21,MOMOES-COMPID,MDOC,ESM0,1,f9bd103c-6a4d-4e5a-adf9-cc2b735b1d20,2020-5-19 上午04:40:22,2945.625,2946.125,2020-5-19 上午04:41:22,f9bd103c-6a4d-4e5a-adf9-cc2b735b1d20-0,2020-5-19,MMMXXX,LONG,f9bd103c-6a4d-4e5a-adf9-cc2b735b1d20,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:45:51,MOMOES-COMPID,MDOC,ESM0,1,d5cf4416-3b86-453b-af70-fc6b786d6a3b,2020-5-19 上午04:45:52,2948.625,2946.625,2020-5-19 上午04:46:52,d5cf4416-3b86-453b-af70-fc6b786d6a3b-0,2020-5-19,MMMXXX,LONG,d5cf4416-3b86-453b-af70-fc6b786d6a3b,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:49:44,MOMOES-COMPID,MDOC,ESM0,1,854b0dbb-7dd6-45d5-a8c7-9636f04c84e1,2020-5-19 上午04:49:44,2949.375,2949,2020-5-19 上午04:50:44,854b0dbb-7dd6-45d5-a8c7-9636f04c84e1-0,2020-5-19,MMMXXX,LONG,854b0dbb-7dd6-45d5-a8c7-9636f04c84e1,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:52:18,MOMOES-COMPID,MDOC,ESM0,1,0dc827ae-0dd5-4291-a4fe-72be34c41e43,2020-5-19 上午04:52:19,2949.875,2949.875,2020-5-19 上午04:53:19,0dc827ae-0dd5-4291-a4fe-72be34c41e43-0,2020-5-19,MMMXXX,LONG,0dc827ae-0dd5-4291-a4fe-72be34c41e43,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午04:59:50,MOMOES-COMPID,MDOC,ESM0,1,dde2d669-8091-4ffd-852b-a21ccafe289d,2020-5-19 上午04:59:51,2948.625,2950.625,2020-5-19 上午05:00:51,dde2d669-8091-4ffd-852b-a21ccafe289d-0,2020-5-19,MMMXXX,LONG,dde2d669-8091-4ffd-852b-a21ccafe289d,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午05:15:21,MOMOES-COMPID,MDOC,ESM0,1,6abc55b6-3fc5-4c47-b112-87e0be0dd90d,2020-5-19 上午05:15:22,2947.625,2947.375,2020-5-19 上午05:16:22,6abc55b6-3fc5-4c47-b112-87e0be0dd90d-0,2020-5-19,MMMXXX,LONG,6abc55b6-3fc5-4c47-b112-87e0be0dd90d,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午05:26:51,MOMOES-COMPID,MDOC,ESM0,1,aa35de8d-1621-4e1c-959c-ea9efb3cb09b,2020-5-19 上午05:26:52,2948.375,2948.125,2020-5-19 上午05:27:52,aa35de8d-1621-4e1c-959c-ea9efb3cb09b-0,2020-5-19,MMMXXX,LONG,aa35de8d-1621-4e1c-959c-ea9efb3cb09b,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午05:40:34,MOMOES-COMPID,MDOC,ESM0,1,6e2c58c1-42e5-4525-afc4-ec03a3cc2f31,2020-5-19 上午05:40:39,2945.875,2947.125,2020-5-19 上午05:41:39,6e2c58c1-42e5-4525-afc4-ec03a3cc2f31-0,2020-5-19,MMMXXX,LONG,6e2c58c1-42e5-4525-afc4-ec03a3cc2f31,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午05:53:57,MOMOES-COMPID,MDOC,ESM0,1,ea9bfac4-58c4-4299-a918-bf79c6c5cd4b,2020-5-19 上午05:53:58,2945.625,2945.125,2020-5-19 上午05:54:58,ea9bfac4-58c4-4299-a918-bf79c6c5cd4b-0,2020-5-19,MMMXXX,LONG,ea9bfac4-58c4-4299-a918-bf79c6c5cd4b,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午06:03:09,MOMOES-COMPID,MDOC,ESM0,1,6b9cc3b0-f84e-487b-83ce-88e348efdf97,2020-5-19 上午06:03:10,2949.125,2948.375,2020-5-19 上午06:04:10,6b9cc3b0-f84e-487b-83ce-88e348efdf97-0,2020-5-19,MMMXXX,LONG,6b9cc3b0-f84e-487b-83ce-88e348efdf97,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午06:08:22,MOMOES-COMPID,MDOC,ESM0,1,7f03bc36-9fc0-4762-95ec-dd630c3209fb,2020-5-19 上午06:08:23,2948.625,2950.625,2020-5-19 上午06:09:23,7f03bc36-9fc0-4762-95ec-dd630c3209fb-0,2020-5-19,MMMXXX,LONG,7f03bc36-9fc0-4762-95ec-dd630c3209fb,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午06:17:29,MOMOES-COMPID,MDOC,ESM0,1,c45fb59a-f20d-45c1-a782-c5683d61a23b,2020-5-19 上午06:17:30,2951.625,2952.25,2020-5-19 上午06:18:30,c45fb59a-f20d-45c1-a782-c5683d61a23b-0,2020-5-19,MMMXXX,LONG,c45fb59a-f20d-45c1-a782-c5683d61a23b,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午06:33:53,MOMOES-COMPID,MDOC,ESM0,1,b325eda7-28f1-4343-99f4-ae65c89f8516,2020-5-19 上午06:33:53,2960.375,2960.625,2020-5-19 上午06:34:53,b325eda7-28f1-4343-99f4-ae65c89f8516-0,2020-5-19,MMMXXX,LONG,b325eda7-28f1-4343-99f4-ae65c89f8516,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午07:12:22,MOMOES-COMPID,MDOC,ESM0,1,a98b2cf3-a5c5-4606-bdbb-85499f6d80b9,2020-5-19 上午07:12:23,2963.375,2962.875,2020-5-19 上午07:13:23,a98b2cf3-a5c5-4606-bdbb-85499f6d80b9-0,2020-5-19,MMMXXX,LONG,a98b2cf3-a5c5-4606-bdbb-85499f6d80b9,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午07:14:57,MOMOES-COMPID,MDOC,ESM0,1,a4420462-6ade-4a1a-bed7-1b3e81f601a7,2020-5-19 上午07:14:58,2963.375,2963.375,2020-5-19 上午07:15:58,a4420462-6ade-4a1a-bed7-1b3e81f601a7-0,2020-5-19,MMMXXX,LONG,a4420462-6ade-4a1a-bed7-1b3e81f601a7,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午07:16:14,MOMOES-COMPID,MDOC,ESM0,1,7b857896-3151-47c4-b50e-23a7f2eabc1d,2020-5-19 上午07:16:15,2964.375,2963.875,2020-5-19 上午07:17:15,7b857896-3151-47c4-b50e-23a7f2eabc1d-0,2020-5-19,MMMXXX,LONG,7b857896-3151-47c4-b50e-23a7f2eabc1d,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午07:18:49,MOMOES-COMPID,MDOC,ESM0,1,265a4dac-223e-45b4-8945-131ab97590c8,2020-5-19 上午07:18:50,2965.5,2966.125,2020-5-19 上午07:19:50,265a4dac-223e-45b4-8945-131ab97590c8-0,2020-5-19,MMMXXX,LONG,265a4dac-223e-45b4-8945-131ab97590c8,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午07:20:06,MOMOES-COMPID,MDOC,ESM0,1,3cf1ba26-104a-4de4-b86b-a51fa86029a3,2020-5-19 上午07:20:07,2963.375,2965.625,2020-5-19 上午07:21:07,3cf1ba26-104a-4de4-b86b-a51fa86029a3-0,2020-5-19,MMMXXX,LONG,3cf1ba26-104a-4de4-b86b-a51fa86029a3,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午07:45:01,MOMOES-COMPID,MDOC,ESM0,1,79306321-b48c-412b-9ef1-506983fc633d,2020-5-19 上午07:45:02,2957.375,2955.375,2020-5-19 上午07:46:02,79306321-b48c-412b-9ef1-506983fc633d-0,2020-5-19,MMMXXX,LONG,79306321-b48c-412b-9ef1-506983fc633d,MOMOES,PROP CODE,INITIATING TRADER
2020-5-19 上午08:00:12,MOMOES-COMPID,MDOC,ESM0,1,3ef87a46-c856-466b-816c-c145fe495ab4,2020-5-19 上午08:00:13,2953.375,2951.125,2020-5-19 上午08:01:13,3ef87a46-c856-466b-816c-c145fe495ab4-0,2020-5-19,MMMXXX,LONG,3ef87a46-c856-466b-816c-c145fe495ab4,MOMOES,PROP CODE,INITIATING TRADER
